"customer_key","customer_number","customer_name","age","age_group","customer_segment","last_order_date","recency","total_order","total_sales","total_quantity","total_product","lifespan","avg_order","avg_monthly_spend"
13175,"AW00024174","Keith Chander",40,"40-49","New","2013-09-23",141,2,2983.0,2.0,2,11,1491.5,271.0
13176,"AW00024175","Lacey Luo",41,"40-49","New","2013-09-16",141,2,2743.0,3.0,3,11,1371.5,249.0
13177,"AW00024176","Marie Jimenez",41,"40-49","New","2013-09-08",141,2,3042.0,4.0,4,10,1521.0,304.0
13178,"AW00024177","Gina Gill",42,"40-49","New","2013-08-30",142,2,2722.0,2.0,2,11,1361.0,247.0
13179,"AW00024178","Clifford Sara",42,"40-49","New","2013-09-04",142,2,2811.0,4.0,4,10,1405.5,281.0
13180,"AW00024179","Robyn Blanco",42,"40-49","New","2013-09-05",142,2,3052.0,5.0,5,10,1526.0,305.0
13181,"AW00024180","Arturo Jai",76,"50 and above","New","2013-09-17",141,1,39.0,2.0,2,0,39.0,39.0
13182,"AW00024181","Edwin Nath",76,"50 and above","New","2013-03-07",147,1,6.0,2.0,2,0,6.0,6.0
13183,"AW00024182","Nancy Lopez",76,"50 and above","New","2013-10-01",141,1,563.0,4.0,4,0,563.0,563.0
13184,"AW00024183","Ruth Perez",58,"50 and above","New","2013-05-29",145,1,2462.0,4.0,4,0,2462.0,2462.0
13185,"AW00024184","Alexandra Jackson",58,"50 and above","New","2013-08-08",142,1,1155.0,2.0,2,0,1155.0,1155.0
13186,"AW00024185","Tara She",59,"50 and above","New","2014-01-05",138,1,7.0,2.0,2,0,7.0,7.0
13187,"AW00024186","Theodore Alonso",54,"50 and above","New","2013-08-05",143,1,1147.0,3.0,3,0,1147.0,1147.0
13188,"AW00024187","Daisy Serrano",54,"50 and above","New","2013-08-13",142,1,1155.0,2.0,2,0,1155.0,1155.0
13189,"AW00024188","Charles Turner",49,"40-49","New","2013-07-11",143,1,13.0,2.0,2,0,13.0,13.0
13190,"AW00024189","Andre Suri",60,"50 and above","New","2013-08-29",142,1,1174.0,2.0,2,0,1174.0,1174.0
13191,"AW00024190","Austin Chen",50,"50 and above","New","2013-06-17",144,1,2428.0,3.0,3,0,2428.0,2428.0
13192,"AW00024191","Marshall He",59,"50 and above","New","2013-10-10",140,1,540.0,1.0,1,0,540.0,540.0
13193,"AW00024192","Regina Prasad",60,"50 and above","New","2013-09-15",141,1,1155.0,2.0,2,0,1155.0,1155.0
13194,"AW00024193","Louis Becker",60,"50 and above","New","2013-09-20",141,1,1199.0,4.0,4,0,1199.0,1199.0
13195,"AW00024194","Armando Martin",60,"50 and above","New","2013-06-25",144,1,2418.0,3.0,3,0,2418.0,2418.0
13196,"AW00024195","Dawn Zhao",43,"40-49","New","2013-05-14",145,1,60.0,2.0,2,0,60.0,60.0
13197,"AW00024196","Armando Gill",49,"40-49","New","2013-07-18",143,1,40.0,2.0,2,0,40.0,40.0
13198,"AW00024197","Whitney Mehta",44,"40-49","New","2013-09-26",141,1,1155.0,2.0,2,0,1155.0,1155.0
13199,"AW00024198","Chelsea Madan",49,"40-49","New","2013-06-12",144,1,2433.0,4.0,4,0,2433.0,2433.0
13200,"AW00024199","Veronica Prasad",49,"40-49","New","2013-10-21",140,1,1155.0,2.0,2,0,1155.0,1155.0
13201,"AW00024200","Grant Jai",43,"40-49","New","2013-10-28",140,1,1120.0,1.0,1,0,1120.0,1120.0
13202,"AW00024201","Olivia Gonzales",50,"50 and above","New","2013-07-12",143,1,2428.0,3.0,3,0,2428.0,2428.0
13203,"AW00024202","Tamara Black",50,"50 and above","New","2013-08-29",142,1,1120.0,1.0,1,0,1120.0,1120.0
13204,"AW00024203","Keith Xie",50,"50 and above","New","2013-08-14",142,1,2469.0,3.0,3,0,2469.0,2469.0
13205,"AW00024204","Darren Gonzalez",44,"40-49","New","2013-10-23",140,1,598.0,5.0,5,0,598.0,598.0
13206,"AW00024205","Katherine Anderson",50,"50 and above","New","2013-10-02",141,1,615.0,3.0,3,0,615.0,615.0
13207,"AW00024206","Marie Munoz",45,"40-49","New","2013-02-17",148,1,1755.0,2.0,2,0,1755.0,1755.0
13208,"AW00024207","Stacey Guo",51,"50 and above","New","2013-12-15",138,1,5.0,1.0,1,0,5.0,5.0
13209,"AW00024208","Sabrina Diaz",50,"50 and above","New","2013-08-28",142,1,1710.0,2.0,2,0,1710.0,1710.0
13210,"AW00024209","Chelsea Jordan",50,"50 and above","New","2013-08-04",143,1,1736.0,2.0,2,0,1736.0,1736.0
13211,"AW00024210","Ricardo Shan",50,"50 and above","New","2013-03-25",147,1,1730.0,3.0,3,0,1730.0,1730.0
13212,"AW00024211","Sharon Shan",50,"50 and above","New","2013-10-15",140,1,1170.0,2.0,2,0,1170.0,1170.0
13213,"AW00024212","Tony Raje",67,"50 and above","New","2013-09-07",141,1,1155.0,2.0,2,0,1155.0,1155.0
13214,"AW00024213","Martin Rana",68,"50 and above","New","2013-09-19",141,1,1214.0,4.0,4,0,1214.0,1214.0
13215,"AW00024214","Michele Romero",68,"50 and above","New","2013-10-09",140,1,584.0,3.0,3,0,584.0,584.0
13216,"AW00024215","Lisa Xu",60,"50 and above","New","2013-12-15",138,1,89.0,3.0,3,0,89.0,89.0
13217,"AW00024216","Tara Black",66,"50 and above","New","2013-12-07",138,1,49.0,3.0,3,0,49.0,49.0
13218,"AW00024217","Lauren Morgan",51,"50 and above","New","2013-09-06",141,1,1209.0,3.0,3,0,1209.0,1209.0
13219,"AW00024218","Bryant Lopez",51,"50 and above","New","2013-05-05",146,1,5.0,1.0,1,0,5.0,5.0
13220,"AW00024219","Tina Lopez",51,"50 and above","New","2013-08-01",143,1,2433.0,4.0,4,0,2433.0,2433.0
13221,"AW00024220","Hunter Edwards",51,"50 and above","New","2013-09-23",141,1,68.0,3.0,3,0,68.0,68.0
13222,"AW00024221","Heidi Perez",51,"50 and above","New","2013-12-05",139,1,554.0,3.0,3,0,554.0,554.0
13223,"AW00024222","Sierra Green",40,"40-49","New","2013-10-03",141,1,37.0,3.0,3,0,37.0,37.0
13224,"AW00024223","Abigail Alexander",40,"40-49","New","2013-04-06",146,1,32.0,2.0,2,0,32.0,32.0
13225,"AW00024224","Nicole Perry",40,"40-49","New","2013-12-13",138,1,540.0,1.0,1,0,540.0,540.0
13226,"AW00024225","Jeffery Yang",40,"40-49","New","2013-08-04",143,1,94.0,2.0,2,0,94.0,94.0
13227,"AW00024226","Brian Morris",40,"40-49","New","2013-08-12",142,1,70.0,3.0,3,0,70.0,70.0
13228,"AW00024227","Sara Phillips",40,"40-49","New","2013-07-27",143,1,35.0,2.0,2,0,35.0,35.0
13229,"AW00024228","Terry Xu",75,"50 and above","New","2013-11-11",139,1,15.0,3.0,3,0,15.0,15.0
13230,"AW00024229","Pedro Kapoor",75,"50 and above","New","2013-05-23",145,1,7.0,2.0,2,0,7.0,7.0
13231,"AW00024230","Andres Sharma",70,"50 and above","New","2013-08-19",142,1,14.0,2.0,2,0,14.0,14.0
13232,"AW00024231","Makayla Cox",40,"40-49","New","2013-12-25",138,1,563.0,3.0,3,0,563.0,563.0
13233,"AW00024232","Ryan Johnson",40,"40-49","New","2013-12-18",138,1,554.0,3.0,3,0,554.0,554.0
13234,"AW00024233","Jada Parker",40,"40-49","New","2013-11-30",139,1,554.0,3.0,3,0,554.0,554.0
13235,"AW00024234","Eduardo Martinez",40,"40-49","New","2013-12-11",138,1,563.0,3.0,3,0,563.0,563.0
13236,"AW00024235","Jill Martinez",41,"40-49","Regular","2013-10-01",141,2,4829.0,5.0,5,22,2414.5,220.0
13237,"AW00024236","Isabella Nelson",41,"40-49","New","2013-05-04",146,1,122.0,4.0,4,0,122.0,122.0
13238,"AW00024237","Chloe Henderson",41,"40-49","New","2013-12-15",138,1,72.0,3.0,3,0,72.0,72.0
13239,"AW00024238","Sean Richardson",41,"40-49","New","2013-12-19",138,1,609.0,4.0,4,0,609.0,609.0
13240,"AW00024239","Miguel Hernandez",41,"40-49","New","2013-12-02",139,1,589.0,4.0,4,0,589.0,589.0
13241,"AW00024240","Edwin Hu",74,"50 and above","New","2013-12-19",138,1,5.0,1.0,1,0,5.0,5.0
13242,"AW00024241","Colin Zhao",73,"50 and above","New","2013-08-30",142,2,2997.0,4.0,4,10,1498.5,300.0
13243,"AW00024242","Amy Zeng",73,"50 and above","New","2013-09-03",142,2,2757.0,3.0,3,10,1378.5,276.0
13244,"AW00024243","Karen Lin",68,"50 and above","New","2013-06-15",144,1,49.0,3.0,3,0,49.0,49.0
13245,"AW00024244","Anne Serrano",73,"50 and above","New","2013-05-24",145,2,3617.0,3.0,3,7,1808.5,517.0
13246,"AW00024245","Omar Liang",72,"50 and above","New","2013-12-18",138,1,17.0,3.0,3,0,17.0,17.0
13247,"AW00024246","Victor Ramos",72,"50 and above","New","2013-05-09",145,1,10.0,1.0,1,0,10.0,10.0
13248,"AW00024247","George Sara",72,"50 and above","New","2013-09-01",142,2,2722.0,2.0,2,10,1361.0,272.0
13249,"AW00024248","Jake Lin",66,"50 and above","New","2013-09-19",141,2,2771.0,5.0,5,11,1385.5,252.0
13250,"AW00024249","Jesse Howard",72,"50 and above","New","2013-09-25",141,2,2757.0,3.0,3,11,1378.5,251.0
13251,"AW00024250","Carmen Suri",72,"50 and above","New","2013-09-22",141,2,2739.0,4.0,4,11,1369.5,249.0
13252,"AW00024251","Jay Browning",72,"50 and above","New","2013-09-05",142,2,2983.0,2.0,2,10,1491.5,298.0
13253,"AW00024252","Jaclyn Xu",72,"50 and above","New","2013-10-01",141,2,2745.0,5.0,5,11,1372.5,250.0
13254,"AW00024253","Fernando Wood",71,"50 and above","New","2013-10-09",140,1,10.0,1.0,1,0,10.0,10.0
13255,"AW00024254","Emily Washington",41,"40-49","New","2013-12-26",138,1,604.0,2.0,2,0,604.0,604.0
13256,"AW00024255","Chloe Lee",42,"40-49","New","2013-12-30",138,1,14.0,2.0,2,0,14.0,14.0
13257,"AW00024256","Kayla Barnes",42,"40-49","New","2013-03-25",147,1,40.0,2.0,2,0,40.0,40.0
13258,"AW00024257","Alan Shen",66,"50 and above","New","2013-10-07",140,2,2771.0,5.0,5,11,1385.5,252.0
13259,"AW00024258","Hailey Edwards",42,"40-49","New","2013-11-27",139,1,5.0,1.0,1,0,5.0,5.0
13260,"AW00024259","Gavin Price",42,"40-49","New","2014-01-08",137,1,30.0,1.0,1,0,30.0,30.0
13261,"AW00024260","Blake Perry",42,"40-49","New","2013-12-07",138,1,45.0,3.0,3,0,45.0,45.0
13262,"AW00024261","Emma Jones",42,"40-49","New","2013-07-12",143,1,72.0,3.0,3,0,72.0,72.0
13263,"AW00024262","Daniel Thomas",42,"40-49","New","2013-06-24",144,1,39.0,3.0,3,0,39.0,39.0
13264,"AW00024263","Brooke Brooks",42,"40-49","New","2013-07-12",143,1,35.0,2.0,2,0,35.0,35.0
13265,"AW00024264","Richard Long",42,"40-49","New","2013-10-13",140,1,72.0,3.0,3,0,72.0,72.0
13266,"AW00024265","Seth McDonald",42,"40-49","New","2013-07-21",143,1,96.0,4.0,4,0,96.0,96.0
13267,"AW00024266","Melvin Chander",70,"50 and above","Regular","2013-10-02",141,2,2749.0,5.0,5,12,1374.5,229.0
13268,"AW00024267","J├®sus Hernandez",64,"50 and above","New","2013-06-24",144,1,23.0,3.0,3,0,23.0,23.0
13269,"AW00024268","Meredith Gill",63,"50 and above","New","2013-05-27",145,1,50.0,3.0,3,0,50.0,50.0
13270,"AW00024269","Todd Lu",69,"50 and above","New","2013-09-13",141,1,15.0,2.0,2,0,15.0,15.0
13271,"AW00024270","Latasha Ortega",69,"50 and above","New","2013-10-10",140,2,2845.0,6.0,6,11,1422.5,259.0
13272,"AW00024271","Leonard Shen",69,"50 and above","Regular","2013-10-23",140,2,2745.0,4.0,4,12,1372.5,229.0
13273,"AW00024272","Martha Wang",63,"50 and above","New","2013-10-02",141,2,2736.0,4.0,4,11,1368.0,249.0
13274,"AW00024273","Monique Sanz",63,"50 and above","Regular","2013-10-21",140,2,2722.0,2.0,2,12,1361.0,227.0
13275,"AW00024274","Shaun Shan",68,"50 and above","New","2013-10-28",140,2,3018.0,3.0,3,11,1509.0,274.0
13276,"AW00024275","Lucas Rivera",39,"30-39","New","2013-02-26",148,1,831.0,3.0,3,0,831.0,831.0
13277,"AW00024276","Kaitlyn Nelson",67,"50 and above","New","2013-03-08",147,1,24.0,3.0,3,0,24.0,24.0
13278,"AW00024277","Donald Kov├ír",67,"50 and above","New","2013-02-23",148,1,10.0,1.0,1,0,10.0,10.0
13279,"AW00024278","Cedric Xu",55,"50 and above","New","2013-06-01",145,1,184.0,3.0,3,0,184.0,184.0
13280,"AW00024279","Angel Nelson",66,"50 and above","New","2014-01-12",137,1,79.0,3.0,3,0,79.0,79.0
13281,"AW00024280","Peter Shan",65,"50 and above","New","2013-07-17",143,1,27.0,3.0,3,0,27.0,27.0
13282,"AW00024281","Marie Suri",60,"50 and above","New","2013-05-13",145,2,3302.0,2.0,2,5,1651.0,660.0
13283,"AW00024282","Damien Raji",64,"50 and above","New","2013-10-26",140,2,3918.0,3.0,3,11,1959.0,356.0
13284,"AW00024283","Aimee Zheng",64,"50 and above","New","2013-10-18",140,2,3947.0,5.0,5,10,1973.5,395.0
13285,"AW00024284","Melissa Sanders",44,"40-49","Regular","2013-11-07",139,2,4837.0,6.0,6,24,2418.5,202.0
13286,"AW00024285","Jesse Cox",44,"40-49","New","2013-07-05",144,1,33.0,1.0,1,0,33.0,33.0
13287,"AW00024286","Kelvin Goel",44,"40-49","New","2013-12-18",138,1,575.0,5.0,5,0,575.0,575.0
13288,"AW00024287","John Martinez",44,"40-49","New","2013-12-15",138,1,101.0,3.0,3,0,101.0,101.0
13289,"AW00024288","Pedro Gomez",45,"40-49","New","2013-10-06",140,1,72.0,3.0,3,0,72.0,72.0
13290,"AW00024289","Robert Gonzalez",44,"40-49","New","2013-04-04",147,1,33.0,1.0,1,0,33.0,33.0
13291,"AW00024290","Zoe Bell",45,"40-49","New","2013-07-23",143,1,33.0,1.0,1,0,33.0,33.0
13292,"AW00024291","Eduardo Garcia",45,"40-49","New","2013-12-09",138,1,540.0,1.0,1,0,540.0,540.0
13293,"AW00024292","Mackenzie Brooks",45,"40-49","New","2013-02-13",148,1,39.0,3.0,3,0,39.0,39.0
13294,"AW00024293","Anna Rivera",45,"40-49","New","2013-01-28",149,1,35.0,2.0,2,0,35.0,35.0
13295,"AW00024294","Luis Yang",45,"40-49","New","2013-09-12",141,1,46.0,3.0,3,0,46.0,46.0
13296,"AW00024295","Natalie Barnes",46,"40-49","New","2013-12-09",138,1,609.0,4.0,4,0,609.0,609.0
13297,"AW00024296","Amanda Gonzalez",41,"40-49","New","2013-12-01",139,1,575.0,2.0,2,0,575.0,575.0
13298,"AW00024297","Victoria Cox",43,"40-49","New","2013-02-16",148,1,39.0,3.0,3,0,39.0,39.0
13299,"AW00024298","Robert Yang",43,"40-49","New","2013-03-12",147,1,87.0,3.0,3,0,87.0,87.0
13300,"AW00024299","Andrea Gray",43,"40-49","New","2013-03-14",147,1,39.0,3.0,3,0,39.0,39.0
13301,"AW00024300","Naomi Gomez",47,"40-49","New","2013-10-25",140,2,4144.0,2.0,2,11,2072.0,377.0
13302,"AW00024301","Tasha Rai",62,"50 and above","New","2013-10-11",140,2,4144.0,2.0,2,11,2072.0,377.0
13303,"AW00024302","Cesar Kapoor",62,"50 and above","New","2013-10-24",140,2,3883.0,2.0,2,11,1941.5,353.0
13304,"AW00024303","Megan Diaz",62,"50 and above","New","2013-10-03",141,2,4207.0,4.0,4,10,2103.5,421.0
13305,"AW00024304","Beth Serrano",61,"50 and above","New","2013-10-16",140,2,3947.0,5.0,5,10,1973.5,395.0
13306,"AW00024305","Warren Chow",60,"50 and above","New","2013-10-02",141,2,3946.0,4.0,4,10,1973.0,395.0
13307,"AW00024306","Molly Chandra",55,"50 and above","New","2014-01-26",137,1,7.0,2.0,2,0,7.0,7.0
13308,"AW00024307","Tina Sara",60,"50 and above","New","2013-10-25",140,2,4158.0,4.0,4,10,2079.0,416.0
13309,"AW00024308","Destiny Sanders",46,"40-49","New","2013-12-26",138,1,613.0,5.0,5,0,613.0,613.0
13310,"AW00024309","Ethan Williams",45,"40-49","Regular","2013-12-05",139,2,4793.0,2.0,2,24,2396.5,200.0
13311,"AW00024310","Gabrielle Peterson",45,"40-49","Regular","2013-12-27",138,2,4829.0,5.0,5,25,2414.5,193.0
13312,"AW00024311","Geoffrey Patel",45,"40-49","New","2013-12-15",138,1,625.0,3.0,3,0,625.0,625.0
13313,"AW00024312","Austin Martin",45,"40-49","New","2013-07-26",143,1,37.0,2.0,2,0,37.0,37.0
13314,"AW00024313","Taylor Brooks",40,"40-49","New","2013-05-18",145,1,46.0,3.0,3,0,46.0,46.0
13315,"AW00024314","Bryan Howard",53,"50 and above","New","2013-03-17",147,1,57.0,2.0,2,0,57.0,57.0
13316,"AW00024315","Edward Scott",53,"50 and above","New","2013-05-16",145,1,33.0,1.0,1,0,33.0,33.0
13317,"AW00024316","Rachel Diaz",53,"50 and above","New","2013-11-01",140,1,39.0,3.0,3,0,39.0,39.0
13318,"AW00024317","Devin Thomas",53,"50 and above","New","2013-02-20",148,1,35.0,2.0,2,0,35.0,35.0
13319,"AW00024318","Luis Long",47,"40-49","New","2013-04-25",146,1,72.0,3.0,3,0,72.0,72.0
13320,"AW00024319","Benjamin Clark",62,"50 and above","New","2013-11-12",139,1,37.0,2.0,2,0,37.0,37.0
13321,"AW00024320","Joshua White",62,"50 and above","New","2013-08-10",142,1,39.0,3.0,3,0,39.0,39.0
13322,"AW00024321","Gabriel Scott",44,"40-49","New","2013-12-06",138,1,549.0,2.0,2,0,549.0,549.0
13323,"AW00024322","Alexandra Evans",55,"50 and above","New","2013-09-02",142,1,69.0,2.0,2,0,69.0,69.0
13324,"AW00024323","Janet Wright",49,"40-49","New","2013-12-05",139,1,600.0,4.0,4,0,600.0,600.0
13325,"AW00024324","Jennifer Reed",49,"40-49","New","2013-12-20",138,1,600.0,4.0,4,0,600.0,600.0
13326,"AW00024325","Jason Perry",49,"40-49","New","2013-12-08",138,1,567.0,4.0,4,0,567.0,567.0
13327,"AW00024326","Adam Bryant",49,"40-49","New","2013-12-17",138,1,556.0,4.0,4,0,556.0,556.0
13328,"AW00024327","Evan Rogers",55,"50 and above","New","2013-12-25",138,1,549.0,2.0,2,0,549.0,549.0
13329,"AW00024328","Melissa Simmons",50,"50 and above","New","2013-12-17",138,1,575.0,2.0,2,0,575.0,575.0
13330,"AW00024329","Abigail Cooper",56,"50 and above","New","2013-12-20",138,1,604.0,2.0,2,0,604.0,604.0
13331,"AW00024330","Jessica Bennett",50,"50 and above","New","2013-12-04",139,1,575.0,2.0,2,0,575.0,575.0
13332,"AW00024331","Carson Powell",45,"40-49","New","2013-12-01",139,1,549.0,2.0,2,0,549.0,549.0
13333,"AW00024332","Abigail Thompson",56,"50 and above","Regular","2013-12-05",139,2,4816.0,5.0,5,24,2408.0,201.0
13334,"AW00024333","Ann Prasad",57,"50 and above","New","2013-12-02",139,1,617.0,5.0,5,0,617.0,617.0
13335,"AW00024334","Alexa James",57,"50 and above","New","2013-12-12",138,1,575.0,2.0,2,0,575.0,575.0
13336,"AW00024335","Richard Wright",51,"50 and above","New","2013-12-04",139,1,575.0,2.0,2,0,575.0,575.0
13337,"AW00024336","Gabrielle Wright",57,"50 and above","New","2013-12-18",138,1,549.0,2.0,2,0,549.0,549.0
13338,"AW00024337","Noah Alexander",51,"50 and above","New","2013-12-16",138,1,600.0,4.0,4,0,600.0,600.0
13339,"AW00024338","Shannon Zeng",58,"50 and above","New","2013-12-23",138,1,554.0,3.0,3,0,554.0,554.0
13340,"AW00024339","Jennifer Price",58,"50 and above","New","2012-12-28",150,1,2384.0,1.0,1,0,2384.0,2384.0
13341,"AW00024340","Chloe Clark",52,"50 and above","New","2013-02-24",148,1,2393.0,2.0,2,0,2393.0,2393.0
13342,"AW00024341","Wyatt Jones",58,"50 and above","New","2013-02-24",148,1,2453.0,4.0,4,0,2453.0,2453.0
13343,"AW00024342","Evan Campbell",58,"50 and above","Regular","2013-12-11",138,2,4828.0,3.0,3,25,2414.0,193.0
13344,"AW00024343","Tyler Harris",48,"40-49","New","2013-03-08",147,1,2443.0,3.0,3,0,2443.0,2443.0
13345,"AW00024344","Wayne Chander",47,"40-49","Regular","2013-02-26",148,2,4329.0,3.0,3,15,2164.5,289.0
13346,"AW00024345","Riley Cox",47,"40-49","New","2013-03-14",147,1,2398.0,3.0,3,0,2398.0,2398.0
13347,"AW00024346","Giorgio Veronesi",52,"50 and above","New","2013-04-23",146,1,2473.0,4.0,4,0,2473.0,2473.0
13348,"AW00024347","Tina Madan",46,"40-49","New","2013-04-06",146,1,2419.0,2.0,2,0,2419.0,2419.0
13349,"AW00024348","Ruben Gomez",52,"50 and above","New","2013-04-14",146,1,2443.0,3.0,3,0,2443.0,2443.0
13350,"AW00024349","Jill Patterson",52,"50 and above","New","2013-04-03",147,1,2419.0,2.0,2,0,2419.0,2419.0
13351,"AW00024350","Eduardo Simmons",92,"50 and above","New","2013-05-03",146,1,72.0,3.0,3,0,72.0,72.0
13352,"AW00024351","Brandon Yang",54,"50 and above","New","2013-04-06",146,1,2393.0,2.0,2,0,2393.0,2393.0
13353,"AW00024352","Natalie Cox",59,"50 and above","New","2013-05-19",145,1,2393.0,2.0,2,0,2393.0,2393.0
13354,"AW00024353","Andrea Ramirez",54,"50 and above","New","2013-05-05",146,1,2398.0,3.0,3,0,2398.0,2398.0
13355,"AW00024354","Bailey Cook",60,"50 and above","New","2013-04-30",146,1,2418.0,3.0,3,0,2418.0,2418.0
13356,"AW00024355","Jennifer Johnson",55,"50 and above","New","2013-05-15",145,1,37.0,2.0,2,0,37.0,37.0
13357,"AW00024356","Wesley Zhang",60,"50 and above","New","2013-12-22",138,1,615.0,3.0,3,0,615.0,615.0
13358,"AW00024357","Eric Baker",50,"50 and above","New","2013-05-13",145,1,2443.0,3.0,3,0,2443.0,2443.0
13359,"AW00024358","Kevin Green",61,"50 and above","New","2013-05-24",145,1,2418.0,3.0,3,0,2418.0,2418.0
13360,"AW00024359","Zachary Shan",55,"50 and above","New","2013-05-05",146,1,2420.0,4.0,4,0,2420.0,2420.0
13361,"AW00024360","Carolyn Diaz",51,"50 and above","New","2013-05-07",145,2,3626.0,4.0,4,6,1813.0,604.0
13362,"AW00024361","Francisco Rodriguez",51,"50 and above","New","2013-05-18",145,2,3391.0,4.0,4,6,1695.5,565.0
13363,"AW00024362","Marc Vazquez",51,"50 and above","New","2013-05-02",146,2,3600.0,5.0,5,5,1800.0,720.0
13364,"AW00024363","Amanda Coleman",49,"40-49","New","2014-01-22",137,1,14.0,2.0,2,0,14.0,14.0
13365,"AW00024364","Henry Prasad",49,"40-49","Regular","2013-11-26",139,2,3966.0,5.0,5,12,1983.0,331.0
13366,"AW00024365","Mallory Navarro",51,"50 and above","New","2013-05-02",146,2,3331.0,4.0,4,5,1665.5,666.0
13367,"AW00024366","Melvin Luo",39,"30-39","New","2013-11-16",139,2,4144.0,2.0,2,11,2072.0,377.0
13368,"AW00024367","Ross Sara",45,"40-49","New","2013-11-13",139,2,4179.0,3.0,3,11,2089.5,380.0
13369,"AW00024368","Ebony Prasad",50,"50 and above","Regular","2013-11-12",139,2,3947.0,5.0,5,12,1973.5,329.0
13370,"AW00024369","Chelsea Lopez",52,"50 and above","New","2013-10-28",140,1,5.0,1.0,1,0,5.0,5.0
13371,"AW00024370","Nathan West",52,"50 and above","New","2013-08-22",142,1,68.0,3.0,3,0,68.0,68.0
13372,"AW00024371","Leslie Navarro",53,"50 and above","New","2013-10-31",140,2,4193.0,4.0,4,11,2096.5,381.0
13373,"AW00024372","Teresa Jimenez",54,"50 and above","New","2013-06-28",144,2,3356.0,3.0,3,7,1678.0,479.0
13374,"AW00024373","Steven Reed",54,"50 and above","New","2013-07-30",143,1,27.0,3.0,3,0,27.0,27.0
13375,"AW00024374","Eugene Ma",54,"50 and above","New","2014-01-27",137,1,21.0,1.0,1,0,21.0,21.0
13376,"AW00024375","Pamela Schmidt",48,"40-49","New","2013-04-08",146,1,31.0,3.0,3,0,31.0,31.0
13377,"AW00024376","Tommy Black",40,"40-49","New","2013-12-07",138,1,5.0,1.0,1,0,5.0,5.0
13378,"AW00024377","Richard Wood",45,"40-49","New","2013-11-01",140,2,3946.0,4.0,4,11,1973.0,359.0
13379,"AW00024378","Brandi Jim├®nez",51,"50 and above","New","2013-11-24",139,2,4173.0,4.0,4,11,2086.5,379.0
13380,"AW00024379","Noah Jenkins",54,"50 and above","New","2013-04-24",146,1,14.0,2.0,2,0,14.0,14.0
13381,"AW00024380","Maurice Yuan",54,"50 and above","New","2013-08-07",142,1,5.0,1.0,1,0,5.0,5.0
13382,"AW00024381","Danny Serrano",49,"40-49","Regular","2013-11-26",139,2,3971.0,5.0,5,12,1985.5,331.0
13383,"AW00024382","Patrick Sanchez",50,"50 and above","New","2013-07-26",143,1,143.0,3.0,3,0,143.0,143.0
13384,"AW00024383","Ronald Prasad",45,"40-49","New","2013-08-14",142,1,2384.0,1.0,1,0,2384.0,2384.0
13385,"AW00024384","Kenneth Pal",45,"40-49","New","2013-09-27",141,1,2428.0,3.0,3,0,2428.0,2428.0
13386,"AW00024385","Summer Perez",62,"50 and above","New","2013-12-22",138,1,563.0,4.0,4,0,563.0,563.0
13387,"AW00024386","Isabella Walker",57,"50 and above","Regular","2013-01-03",150,2,4143.0,4.0,4,12,2071.5,345.0
13388,"AW00024387","Elijah Mitchell",62,"50 and above","New","2013-12-25",138,1,540.0,1.0,1,0,540.0,540.0
13389,"AW00024388","Maria Campbell",62,"50 and above","New","2013-12-07",138,1,589.0,4.0,4,0,589.0,589.0
13390,"AW00024389","Xavier Carter",63,"50 and above","New","2013-02-14",148,1,46.0,3.0,3,0,46.0,46.0
13391,"AW00024390","Carolyn Prasad",63,"50 and above","New","2013-06-21",144,1,33.0,1.0,1,0,33.0,33.0
13392,"AW00024391","Marissa Washington",63,"50 and above","New","2013-05-30",145,1,43.0,3.0,3,0,43.0,43.0
13393,"AW00024392","Molly Prasad",63,"50 and above","Regular","2013-04-12",146,2,4329.0,3.0,3,15,2164.5,289.0
13394,"AW00024393","Joseph Johnson",87,"50 and above","New","2013-02-07",148,1,37.0,2.0,2,0,37.0,37.0
13395,"AW00024394","Drew Raji",49,"40-49","New","2013-07-01",144,1,37.0,2.0,2,0,37.0,37.0
13396,"AW00024395","Alison Raji",54,"50 and above","New","2013-03-31",147,1,37.0,2.0,2,0,37.0,37.0
13397,"AW00024396","Robyn Navarro",54,"50 and above","New","2013-04-26",146,1,39.0,3.0,3,0,39.0,39.0
13398,"AW00024397","Henry Raman",54,"50 and above","New","2013-03-02",148,1,39.0,3.0,3,0,39.0,39.0
13399,"AW00024398","Brandon Davis",54,"50 and above","New","2013-04-18",146,1,43.0,3.0,3,0,43.0,43.0
13400,"AW00024399","Katherine Sanchez",55,"50 and above","New","2013-03-28",147,1,133.0,3.0,3,0,133.0,133.0
13401,"AW00024400","Kaitlyn Parker",55,"50 and above","New","2013-12-15",138,1,609.0,4.0,4,0,609.0,609.0
13402,"AW00024401","Douglas Rana",55,"50 and above","New","2013-07-30",143,1,46.0,3.0,3,0,46.0,46.0
13403,"AW00024402","Devin Alexander",55,"50 and above","New","2013-12-18",138,1,575.0,2.0,2,0,575.0,575.0
13404,"AW00024403","Gabriel Wright",57,"50 and above","New","2013-01-06",149,1,2393.0,2.0,2,0,2393.0,2393.0
13405,"AW00024404","Bryant Chapman",85,"50 and above","New","2013-01-22",149,1,2384.0,1.0,1,0,2384.0,2384.0
